epoch,accuracy,loss,val_accuracy,val_loss
0,0.6985645890235901,0.856993556022644,0.904891312122345,0.4136109948158264
1,0.8998205661773682,0.36048948764801025,0.9211956262588501,0.3113146424293518
2,0.929425835609436,0.25940021872520447,0.9402173757553101,0.2699848711490631
3,0.9500598311424255,0.20641706883907318,0.948369562625885,0.2187483012676239
4,0.9626196026802063,0.16572046279907227,0.9646739363670349,0.19096502661705017
5,0.9772727489471436,0.1259816586971283,0.9619565010070801,0.1716933250427246
6,0.9850478172302246,0.10474886745214462,0.967391312122345,0.16125857830047607
7,0.9859449863433838,0.09236982464790344,0.95923912525177,0.1531817615032196
8,0.9889354109764099,0.08426462858915329,0.967391312122345,0.15141120553016663
9,0.9949162602424622,0.06707438826560974,0.9619565010070801,0.14563927054405212
10,0.991925835609436,0.06655142456293106,0.9619565010070801,0.14160166680812836
11,0.9910287261009216,0.06749927997589111,0.967391312122345,0.15704497694969177
12,0.9904305934906006,0.06531810760498047,0.9728260636329651,0.13790519535541534
13,0.9961124658584595,0.05068361759185791,0.9646739363670349,0.13742128014564514
14,0.9940191507339478,0.05633086711168289,0.9646739363670349,0.14186915755271912
15,0.9889354109764099,0.0675249993801117,0.9646739363670349,0.1272016167640686
16,0.9964115023612976,0.043848227709531784,0.9619565010070801,0.13385261595249176
17,0.9967105388641357,0.04269859567284584,0.9728260636329651,0.1276433914899826
18,0.9961124658584595,0.041424527764320374,0.970108687877655,0.1167035698890686
19,0.9970095753669739,0.036971110850572586,0.9646739363670349,0.13814696669578552
20,0.9985047578811646,0.032368503510951996,0.9728260636329651,0.10825644433498383
21,0.9907296895980835,0.0490337535738945,0.9619565010070801,0.1157086119055748
22,0.989234447479248,0.057847969233989716,0.9619565010070801,0.15857389569282532
23,0.9901315569877625,0.056277837604284286,0.967391312122345,0.15004119277000427
24,0.9913277626037598,0.0493711493909359,0.970108687877655,0.1314697563648224
25,0.9925239086151123,0.0464542880654335,0.9755434989929199,0.08719939738512039
26,0.9985047578811646,0.02786196954548359,0.970108687877655,0.1050981655716896
27,0.9964115023612976,0.03098664991557598,0.9728260636329651,0.11202488094568253
28,0.9934210777282715,0.037284184247255325,0.9646739363670349,0.1139398142695427
29,0.9964115023612976,0.029054876416921616,0.9728260636329651,0.09333126246929169
30,0.9967105388641357,0.02833174727857113,0.9619565010070801,0.12663887441158295
31,0.994617223739624,0.03358274698257446,0.97826087474823,0.0890045240521431
32,0.9979066848754883,0.023001793771982193,0.970108687877655,0.09577807039022446
33,0.9988038539886475,0.02060888148844242,0.9755434989929199,0.09263797104358673
34,0.9883373379707336,0.04889792576432228,0.95652174949646,0.14047525823116302
35,0.9811602830886841,0.08467914909124374,0.9619565010070801,0.15509644150733948
36,0.994617223739624,0.04052014648914337,0.97826087474823,0.1027502566576004
37,0.9916267991065979,0.048427920788526535,0.9619565010070801,0.11781970411539078
38,0.9943181872367859,0.03228983283042908,0.9728260636329651,0.10308809578418732
39,0.9982057213783264,0.022626133635640144,0.9646739363670349,0.10475505143404007
