epoch,accuracy,loss,val_accuracy,val_loss
0,0.7129186391830444,0.8294374942779541,0.8695651888847351,0.39009329676628113
1,0.8977272510528564,0.3765071630477905,0.9320651888847351,0.2669799327850342
2,0.9195573925971985,0.29395216703414917,0.9402173757553101,0.2535589039325714
3,0.9491626620292664,0.20851558446884155,0.9538043737411499,0.18972936272621155
4,0.9641148447990417,0.17530854046344757,0.948369562625885,0.21427293121814728
5,0.9730861186981201,0.14635001122951508,0.967391312122345,0.15530192852020264
6,0.9766746163368225,0.1294976770877838,0.9619565010070801,0.17254023253917694
7,0.9745813608169556,0.12081199139356613,0.9619565010070801,0.14288687705993652
8,0.9847487807273865,0.09706948697566986,0.970108687877655,0.1337081789970398
9,0.9886363744735718,0.0815599337220192,0.970108687877655,0.1305384784936905
10,0.9871411323547363,0.08110745996236801,0.98097825050354,0.15529999136924744
11,0.9910287261009216,0.0726797953248024,0.97826087474823,0.12917214632034302
12,0.9934210777282715,0.05944663658738136,0.9728260636329651,0.15226463973522186
13,0.9886363744735718,0.0750032365322113,0.97826087474823,0.12324842065572739
14,0.9967105388641357,0.05150216817855835,0.9755434989929199,0.10921652615070343
