epoch,accuracy,loss,val_accuracy,val_loss
0,0.7661483287811279,0.7286182045936584,0.9211956262588501,0.36894842982292175
1,0.9240430593490601,0.32835325598716736,0.9239130616188049,0.27620020508766174
2,0.9470694065093994,0.23870031535625458,0.89402174949646,0.30691179633140564
3,0.9671052694320679,0.17856279015541077,0.9510869383811951,0.1887160837650299
4,0.9811602830886841,0.13448557257652283,0.9429348111152649,0.22226884961128235
5,0.9841507077217102,0.11149807274341583,0.945652186870575,0.21179120242595673
6,0.9847487807273865,0.10671960562467575,0.9510869383811951,0.19940419495105743
7,0.9901315569877625,0.0875089094042778,0.9429348111152649,0.2115153670310974
8,0.9961124658584595,0.0692836120724678,0.95652174949646,0.15878188610076904
9,0.9943181872367859,0.07122085988521576,0.945652186870575,0.22143971920013428
10,0.9982057213783264,0.05412018299102783,0.967391312122345,0.15349628031253815
11,0.9994019269943237,0.04173464700579643,0.9646739363670349,0.13870055973529816
12,1.0,0.03575854375958443,0.95652174949646,0.1557406485080719
13,0.9985047578811646,0.03647289425134659,0.9239130616188049,0.2748299837112427
14,0.9823564887046814,0.08480610698461533,0.948369562625885,0.1972126066684723
