epoch,accuracy,loss,val_accuracy,val_loss
0,0.427930623292923,1.4136221408843994,0.79347825050354,0.64458829164505
1,0.7464115023612976,0.7715232372283936,0.8722826242446899,0.44349271059036255
2,0.807117223739624,0.6056765913963318,0.9130434989929199,0.3541133999824524
3,0.8483851552009583,0.4936563968658447,0.91576087474823,0.3257717192173004
4,0.8639354109764099,0.4548596739768982,0.9375,0.2661511301994324
5,0.8881579041481018,0.3928259015083313,0.9429348111152649,0.2262537181377411
6,0.9028109908103943,0.35044389963150024,0.945652186870575,0.21212254464626312
7,0.907595694065094,0.3111783266067505,0.945652186870575,0.22400231659412384
8,0.9198564887046814,0.2815927267074585,0.948369562625885,0.19925320148468018
9,0.929425835609436,0.26647070050239563,0.95652174949646,0.18713274598121643
10,0.9351076483726501,0.24453984200954437,0.95652174949646,0.1780492067337036
11,0.9422847032546997,0.22078582644462585,0.948369562625885,0.20326700806617737
12,0.9422847032546997,0.2323368340730667,0.948369562625885,0.191873237490654
13,0.9506579041481018,0.19297319650650024,0.95923912525177,0.16616006195545197
14,0.9515550136566162,0.179282546043396,0.95652174949646,0.19025477766990662
15,0.9524521827697754,0.18937677145004272,0.9646739363670349,0.14922884106636047
16,0.9575358629226685,0.16888897120952606,0.9510869383811951,0.17641332745552063
17,0.9539473652839661,0.1762535572052002,0.9402173757553101,0.2066781371831894
18,0.9548444747924805,0.17409895360469818,0.970108687877655,0.13218384981155396
19,0.9602272510528564,0.15260790288448334,0.95652174949646,0.15427853167057037
20,0.9548444747924805,0.16543491184711456,0.9510869383811951,0.16180503368377686
21,0.9614234566688538,0.14906491339206696,0.945652186870575,0.18781790137290955
22,0.9677033424377441,0.13745878636837006,0.95923912525177,0.18350565433502197
23,0.9599282145500183,0.144297257065773,0.967391312122345,0.1336444467306137
24,0.9614234566688538,0.14170850813388824,0.9619565010070801,0.14979243278503418
25,0.9632176756858826,0.13688446581363678,0.95652174949646,0.16372406482696533
26,0.9691985845565796,0.12332480400800705,0.95652174949646,0.13532954454421997
27,0.9694976210594177,0.1226743832230568,0.9646739363670349,0.13328798115253448
28,0.9706937670707703,0.11766186356544495,0.9646739363670349,0.13931028544902802
29,0.9683014154434204,0.12731139361858368,0.967391312122345,0.11765122413635254
30,0.9757775068283081,0.1003204956650734,0.9646739363670349,0.12006372958421707
31,0.9721890091896057,0.12136490643024445,0.9510869383811951,0.16355246305465698
32,0.9659090638160706,0.12442685663700104,0.9619565010070801,0.14684724807739258
33,0.9697966575622559,0.11761535704135895,0.9646739363670349,0.14199146628379822
34,0.9769737124443054,0.09950166195631027,0.95923912525177,0.15508542954921722
35,0.9790669679641724,0.09412874281406403,0.9646739363670349,0.15551990270614624
36,0.9694976210594177,0.11993408203125,0.95652174949646,0.12754236161708832
37,0.9775717854499817,0.09030620753765106,0.970108687877655,0.1346478909254074
38,0.9745813608169556,0.10175830125808716,0.9755434989929199,0.10242575407028198
39,0.9730861186981201,0.10707538574934006,0.9538043737411499,0.15189005434513092
40,0.9680023789405823,0.11285534501075745,0.95923912525177,0.13347269594669342
41,0.978169858455658,0.0855308324098587,0.9728260636329651,0.11308147758245468
42,0.9778708219528198,0.09437743574380875,0.970108687877655,0.10517490655183792
43,0.9805622100830078,0.08522370457649231,0.967391312122345,0.13314257562160492
44,0.9739832282066345,0.10195319354534149,0.967391312122345,0.1179913878440857
45,0.9757775068283081,0.09277695417404175,0.9646739363670349,0.1344737857580185
46,0.9778708219528198,0.09098752588033676,0.967391312122345,0.12037290632724762
47,0.9772727489471436,0.09637705236673355,0.9619565010070801,0.13749107718467712
48,0.9772727489471436,0.08780369162559509,0.9728260636329651,0.11099618673324585
49,0.9751794338226318,0.10964807868003845,0.9755434989929199,0.10893069952726364
