epoch,accuracy,loss,val_accuracy,val_loss
0,0.6477272510528564,0.974708080291748,0.8994565010070801,0.39270439743995667
1,0.8860645890235901,0.41651061177253723,0.9211956262588501,0.26581481099128723
2,0.9270334839820862,0.28636226058006287,0.9538043737411499,0.19581128656864166
3,0.9443780183792114,0.22866091132164001,0.9619565010070801,0.14827515184879303
4,0.9521530866622925,0.19807696342468262,0.9347826242446899,0.23306941986083984
5,0.9608253836631775,0.17252688109874725,0.9728260636329651,0.1307731568813324
6,0.9677033424377441,0.14734436571598053,0.967391312122345,0.13318271934986115
7,0.9751794338226318,0.12400855869054794,0.970108687877655,0.1213361993432045
8,0.9802631735801697,0.11295748502016068,0.9755434989929199,0.10932529717683792
9,0.9811602830886841,0.10538920760154724,0.97826087474823,0.10161857306957245
10,0.9850478172302246,0.0894055888056755,0.98097825050354,0.08467291295528412
11,0.9850478172302246,0.08859408646821976,0.97826087474823,0.11066747456789017
12,0.9829545617103577,0.08670064806938171,0.97826087474823,0.09523975104093552
13,0.9901315569877625,0.06927014142274857,0.9728260636329651,0.12391302734613419
14,0.9877392053604126,0.0737263560295105,0.97826087474823,0.09320449829101562
