epoch,accuracy,loss,val_accuracy,val_loss
0,0.7464115023612976,0.7444272041320801,0.904891312122345,0.361275851726532
1,0.9375,0.2652999460697174,0.945652186870575,0.2538042962551117
2,0.9629186391830444,0.1858357936143875,0.9510869383811951,0.21599304676055908
3,0.9766746163368225,0.131925567984581,0.9510869383811951,0.22146829962730408
4,0.9871411323547363,0.10330934822559357,0.970108687877655,0.19227558374404907
5,0.9955143332481384,0.07716937363147736,0.9728260636329651,0.14540816843509674
6,0.997308611869812,0.0623021200299263,0.967391312122345,0.1544606238603592
7,0.9982057213783264,0.05278559401631355,0.970108687877655,0.1368761956691742
8,0.9997009634971619,0.04309524968266487,0.97826087474823,0.1273874044418335
9,1.0,0.03627680987119675,0.9755434989929199,0.11188478767871857
