epoch,accuracy,loss,val_accuracy,val_loss
0,0.7123205661773682,0.8044766783714294,0.845108687877655,0.4555182158946991
1,0.8630383014678955,0.4345865845680237,0.8125,0.502720832824707
2,0.8896530866622925,0.3646402359008789,0.8722826242446899,0.36982059478759766
3,0.907595694065094,0.2986127436161041,0.904891312122345,0.30410218238830566
4,0.9255383014678955,0.2594830095767975,0.9021739363670349,0.3189888894557953
5,0.934808611869812,0.23113219439983368,0.904891312122345,0.3021661341190338
6,0.9497607946395874,0.18821564316749573,0.9130434989929199,0.29864948987960815
7,0.9500598311424255,0.1808493286371231,0.9021739363670349,0.30560263991355896
8,0.956638753414154,0.1667845994234085,0.89673912525177,0.30849212408065796
9,0.9611244201660156,0.14281955361366272,0.9130434989929199,0.2703602910041809
10,0.9724880456924438,0.11848730593919754,0.91576087474823,0.3038211166858673
11,0.9739832282066345,0.10767004638910294,0.91576087474823,0.2903153896331787
12,0.9736841917037964,0.11071843653917313,0.907608687877655,0.3026901185512543
13,0.9802631735801697,0.09121371805667877,0.926630437374115,0.2740236520767212
14,0.9823564887046814,0.08365091681480408,0.9130434989929199,0.2876037657260895
