epoch,accuracy,loss,val_accuracy,val_loss
0,0.7645833492279053,0.714187741279602,0.8777173757553101,0.44579464197158813
1,0.8997023701667786,0.35969439148902893,0.904891312122345,0.3399214446544647
2,0.9360119104385376,0.25534793734550476,0.9103260636329651,0.31734389066696167
3,0.9610118865966797,0.1891959309577942,0.9239130616188049,0.3274591863155365
4,0.9729166626930237,0.1520988494157791,0.9375,0.2735362946987152
5,0.9767857193946838,0.1311732828617096,0.9239130616188049,0.3105278015136719
6,0.9895833134651184,0.09355736523866653,0.9375,0.2949981093406677
7,0.9934523701667786,0.08210943639278412,0.9347826242446899,0.26644307374954224
8,0.993154764175415,0.07839280366897583,0.9402173757553101,0.27459171414375305
9,0.9985119104385376,0.057344950735569,0.948369562625885,0.23167847096920013
10,0.9997023940086365,0.04644179716706276,0.948369562625885,0.25970056653022766
11,0.9985119104385376,0.0444323904812336,0.929347813129425,0.3019329309463501
12,0.9934523701667786,0.05997694283723831,0.9375,0.2850089371204376
13,0.9854166507720947,0.0771547481417656,0.9103260636329651,0.3317737877368927
14,0.9913690686225891,0.062123920768499374,0.9402173757553101,0.293876975774765
