epoch,accuracy,loss,val_accuracy,val_loss
0,0.6791666746139526,0.9056384563446045,0.8722826242446899,0.4625352919101715
1,0.8735119104385376,0.4520573616027832,0.907608687877655,0.3261895477771759
2,0.9008928537368774,0.3443041741847992,0.9103260636329651,0.2959289252758026
3,0.925000011920929,0.2749679982662201,0.929347813129425,0.2364373803138733
4,0.9422619342803955,0.23452208936214447,0.9402173757553101,0.2315462827682495
5,0.9497023820877075,0.20179195702075958,0.91847825050354,0.24460886418819427
6,0.9660714268684387,0.1677938848733902,0.9347826242446899,0.19213855266571045
7,0.9678571224212646,0.14686450362205505,0.9538043737411499,0.16390001773834229
8,0.9708333611488342,0.13534806668758392,0.95923912525177,0.14806248247623444
9,0.9705356955528259,0.1301611214876175,0.95923912525177,0.16723524034023285
10,0.9839285612106323,0.09383754432201385,0.9538043737411499,0.148034006357193
11,0.9791666865348816,0.10651804506778717,0.9510869383811951,0.167088583111763
12,0.9872024059295654,0.08796331286430359,0.95652174949646,0.1412040889263153
13,0.9854166507720947,0.07917386293411255,0.9510869383811951,0.1446123719215393
14,0.988095223903656,0.07806732505559921,0.9646739363670349,0.13997580111026764
