epoch,accuracy,loss,val_accuracy,val_loss
0,0.7514952421188354,0.7276538610458374,0.85597825050354,0.47929003834724426
1,0.9123803973197937,0.3301214873790741,0.91576087474823,0.3265865743160248
2,0.9431818127632141,0.22828562557697296,0.926630437374115,0.2762702405452728
3,0.9656100273132324,0.17034225165843964,0.9239130616188049,0.2985248863697052
4,0.978169858455658,0.1326543092727661,0.9375,0.2627374827861786
5,0.9886363744735718,0.10215722024440765,0.929347813129425,0.28256335854530334
6,0.9910287261009216,0.09270371496677399,0.9239130616188049,0.2726767361164093
7,0.9952152967453003,0.07256105542182922,0.9429348111152649,0.19817909598350525
8,0.9943181872367859,0.06729605793952942,0.9402173757553101,0.22777201235294342
9,0.9979066848754883,0.057766709476709366,0.9239130616188049,0.2623591125011444
10,0.9991028904914856,0.048205818980932236,0.9347826242446899,0.2496470808982849
11,0.9985047578811646,0.04691935330629349,0.907608687877655,0.2889953553676605
12,0.9964115023612976,0.049162380397319794,0.948369562625885,0.21335384249687195
13,0.9793660044670105,0.10041408240795135,0.945652186870575,0.2453683316707611
14,0.9862440228462219,0.08100047707557678,0.9429348111152649,0.23987798392772675
