epoch,accuracy,loss,val_accuracy,val_loss
0,0.7353469133377075,0.7863317728042603,0.89673912525177,0.4081861674785614
1,0.9207535982131958,0.3022913634777069,0.9402173757553101,0.2688060998916626
2,0.9509569406509399,0.21036487817764282,0.948369562625885,0.25066637992858887
3,0.9724880456924438,0.15484008193016052,0.9402173757553101,0.24708493053913116
4,0.9838516712188721,0.1200191006064415,0.95652174949646,0.18590302765369415
5,0.9898325204849243,0.09168754518032074,0.967391312122345,0.17881345748901367
6,0.9934210777282715,0.07730618864297867,0.970108687877655,0.15230633318424225
7,0.9985047578811646,0.05760962516069412,0.970108687877655,0.13615535199642181
8,0.9940191507339478,0.05711966007947922,0.9646739363670349,0.15392781794071198
9,0.9988038539886475,0.04862013831734657,0.9646739363670349,0.13049645721912384
10,0.9994019269943237,0.04184562712907791,0.970108687877655,0.1291646808385849
11,0.9988038539886475,0.03777043893933296,0.9755434989929199,0.12920501828193665
12,0.9994019269943237,0.03318217396736145,0.970108687877655,0.13217955827713013
13,0.9925239086151123,0.05659685283899307,0.9538043737411499,0.1751476228237152
14,0.9835526347160339,0.08182640373706818,0.967391312122345,0.1502852588891983
15,0.994617223739624,0.04476013407111168,0.9728260636329651,0.12632668018341064
16,0.9961124658584595,0.04142027348279953,0.95652174949646,0.14731602370738983
17,0.9970095753669739,0.034170106053352356,0.98097825050354,0.09100538492202759
18,0.9991028904914856,0.026204006746411324,0.9728260636329651,0.10567331314086914
19,0.9991028904914856,0.025261495262384415,0.95923912525177,0.14128051698207855
20,1.0,0.020764783024787903,0.9728260636329651,0.09836220741271973
21,1.0,0.017309797927737236,0.967391312122345,0.09746427834033966
22,1.0,0.01651695929467678,0.970108687877655,0.08995577692985535
23,1.0,0.014432372525334358,0.9728260636329651,0.08838361501693726
24,1.0,0.013193306513130665,0.97826087474823,0.0883174017071724
25,1.0,0.012254716828465462,0.967391312122345,0.06702788919210434
26,1.0,0.011393517255783081,0.970108687877655,0.09354745596647263
27,1.0,0.01084158569574356,0.967391312122345,0.09072261303663254
28,1.0,0.010014432482421398,0.970108687877655,0.0746525302529335
29,1.0,0.00929320976138115,0.970108687877655,0.10021800547838211
30,0.9982057213783264,0.013624035753309727,0.8994565010070801,0.47244083881378174
31,0.9473684430122375,0.19351547956466675,0.95923912525177,0.1673305332660675
32,0.9853469133377075,0.06247571110725403,0.95652174949646,0.15517069399356842
33,0.9952152967453003,0.03480083495378494,0.9538043737411499,0.17054493725299835
34,0.994617223739624,0.030344313010573387,0.95923912525177,0.1498601883649826
35,0.9997009634971619,0.017089569941163063,0.9646739363670349,0.1317504644393921
36,0.9991028904914856,0.015304266475141048,0.9728260636329651,0.10689020901918411
37,0.9994019269943237,0.015146484598517418,0.9619565010070801,0.11999093741178513
38,0.9964115023612976,0.022580398246645927,0.967391312122345,0.14809250831604004
39,0.9997009634971619,0.014354771934449673,0.9646739363670349,0.11514382064342499
